chart_year,position,song_name,artist_name,source_title,song_key,artist_key,song_name_clean,resolved_artist_identity,resolved_artist_id,resolved_artist_name,artist_resolution,artist_key_simplified
2021,7,We Didn't Have Much,Justin Moore,2021 in country music,we didn t have much,justin moore,We Didn't Have Much,id:artist_000207,artist_000207,Justin Moore,existing_artist,justin moore
2020,8,Why We Drink,Justin Moore,2020 in country music,why we drink,justin moore,Why We Drink,id:artist_000207,artist_000207,Justin Moore,existing_artist,justin moore
2022,12,With a Woman You Love,Justin Moore,2022 in country music,with a woman you love,justin moore,With a Woman You Love,id:artist_000207,artist_000207,Justin Moore,existing_artist,justin moore
2023,8,"You, Me, & Whiskey",Justin Moore featuring Priscilla Block,2023 in country music,you me and whiskey,justin moore featuring priscilla block,"You, Me, & Whiskey",id:artist_000207,artist_000207,Justin Moore,existing_artist,justin moore
1991,28,Mary and Willie,K. T. Oslin,1991 in country music,mary and willie,k t oslin,Mary and Willie,id:artist_001125,artist_001125,K. T. Oslin,existing_artist,k t oslin
2014,10,Follow Your Arrow,Kacey Musgraves,2014 in country music,follow your arrow,kacey musgraves,Follow Your Arrow,id:artist_000790,artist_000790,Kacey Musgraves,existing_artist,kacey musgraves
2019,17,Rainbow,Kacey Musgraves,2019 in country music,rainbow,kacey musgraves,Rainbow,id:artist_000790,artist_000790,Kacey Musgraves,existing_artist,kacey musgraves
2016,19,Ain't No Stopping Us Now,Kane Brown,2016 in country music,ain t no stopping us now,kane brown,Ain't No Stopping Us Now,id:artist_000002,artist_000002,Kane Brown,existing_artist,kane brown
2025,16,Backseat Driver,Kane Brown,2025 in country music,backseat driver,kane brown,Backseat Driver,id:artist_000002,artist_000002,Kane Brown,existing_artist,kane brown
2019,3,Good as You,Kane Brown,2019 in country music,good as you,kane brown,Good as You,id:artist_000002,artist_000002,Kane Brown,existing_artist,kane brown
2018,2,Heaven,Kane Brown,2018 in country music,heaven,kane brown,Heaven,id:artist_000002,artist_000002,Kane Brown,existing_artist,kane brown
2020,3,Homesick,Kane Brown,2020 in country music,homesick,kane brown,Homesick,id:artist_000002,artist_000002,Kane Brown,existing_artist,kane brown
2023,2,Thank God,Kane Brown with Katelyn Brown,2023 in country music,thank god,kane brown with katelyn brown,Thank God,id:artist_000002,artist_000002,Kane Brown,existing_artist,kane brown
1991,9,A Few Good Things Remain,Kathy Mattea,1991 in country music,a few good things remain,kathy mattea,A Few Good Things Remain,id:artist_000045,artist_000045,Kathy Mattea,existing_artist,kathy mattea
1994,13,Nobody's Gonna Rain on Our Parade,Kathy Mattea,1994 in country music,nobody s gonna rain on our parade,kathy mattea,Nobody's Gonna Rain on Our Parade,id:artist_000045,artist_000045,Kathy Mattea,existing_artist,kathy mattea
2008,2,I Still Miss You,Keith Anderson,2008 in country music,i still miss you,keith anderson,I Still Miss You,id:artist_001675,artist_001675,Keith Anderson,existing_artist,keith anderson
2015,2,"John Cougar, John Deere, John 3:16",Keith Urban,2015 in country music,john cougar john deere john 3 16,keith urban,"John Cougar, John Deere, John 3:16",id:artist_001188,artist_001188,Keith Urban,existing_artist,keith urban
2011,1,Long Hot Summer,Keith Urban,2011 in country music,long hot summer,keith urban,Long Hot Summer,id:artist_001188,artist_001188,Keith Urban,existing_artist,keith urban
2007,3,Stupid Boy,Keith Urban,2007 in country music,stupid boy,keith urban,Stupid Boy,id:artist_001188,artist_001188,Keith Urban,existing_artist,keith urban
2009,9,Best Days of Your Life,Kellie Pickler,2009 in country music,best days of your life,kellie pickler,Best Days of Your Life,id:artist_000742,artist_000742,Kellie Pickler,existing_artist,kellie pickler
2007,14,I Wonder,Kellie Pickler,2007 in country music,i wonder,kellie pickler,I Wonder,id:artist_000742,artist_000742,Kellie Pickler,existing_artist,kellie pickler
2007,15,Red High Heels,Kellie Pickler,2007 in country music,red high heels,kellie pickler,Red High Heels,id:artist_000742,artist_000742,Kellie Pickler,existing_artist,kellie pickler
2008,16,Things That Never Cross a Man's Mind,Kellie Pickler,2008 in country music,things that never cross a man s mind,kellie pickler,Things That Never Cross a Man's Mind,id:artist_000742,artist_000742,Kellie Pickler,existing_artist,kellie pickler
2021,6,Hole in the Bottle,Kelsea Ballerini,2021 in country music,hole in the bottle,kelsea ballerini,Hole in the Bottle,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2020,14,Homecoming Queen?,Kelsea Ballerini,2020 in country music,homecoming queen,kelsea ballerini,Homecoming Queen?,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2023,32,If You Go Down (I'm Goin' Down Too),Kelsea Ballerini,2023 in country music,if you go down,kelsea ballerini,If You Go Down (I'm Goin' Down Too),id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2015,5,Love Me Like You Mean It,Kelsea Ballerini,2015 in country music,love me like you mean it,kelsea ballerini,Love Me Like You Mean It,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2019,7,Miss Me More,Kelsea Ballerini,2019 in country music,miss me more,kelsea ballerini,Miss Me More,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2016,1,Peter Pan,Kelsea Ballerini,2016 in country music,peter pan,kelsea ballerini,Peter Pan,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2022,11,Half of My Hometown,Kelsea Ballerini featuring Kenny Chesney,2022 in country music,half of my hometown,kelsea ballerini featuring kenny chesney,Half of My Hometown,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
2025,16,Cowboys Cry Too,Kelsea Ballerini featuring Noah Kahan,2025 in country music,cowboys cry too,kelsea ballerini featuring noah kahan,Cowboys Cry Too,id:artist_000672,artist_000672,Kelsea Ballerini,existing_artist,kelsea ballerini
1994,8,Jukebox Junkie,Ken Mellons,1994 in country music,jukebox junkie,ken mellons,Jukebox Junkie,id:artist_000652,artist_000652,Ken Mellons,existing_artist,ken mellons
2014,2,American Kids,Kenny Chesney,2014 in country music,american kids,kenny chesney,American Kids,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
2007,1,Don't Blink,Kenny Chesney,2007 in country music,don t blink,kenny chesney,Don't Blink,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
2001,1,Don't Happen Twice,Kenny Chesney,2001 in country music,don t happen twice,kenny chesney,Don't Happen Twice,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
1998,2,That's Why I'm Here,Kenny Chesney,1998 in country music,that s why i m here,kenny chesney,That's Why I'm Here,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
2015,8,Til It's Gone,Kenny Chesney,2015 in country music,til it s gone,kenny chesney,Til It's Gone,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
2011,3,You and Tequila,Kenny Chesney featuring Grace Potter,2011 in country music,you and tequila,kenny chesney featuring grace potter,You and Tequila,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
2009,6,I'm Alive,Kenny Chesney with Dave Matthews,2009 in country music,i m alive,kenny chesney with dave matthews,I'm Alive,id:artist_000119,artist_000119,Kenny Chesney,existing_artist,kenny chesney
2012,7,Beer Money,Kip Moore,2012 in country music,beer money,kip moore,Beer Money,id:artist_000706,artist_000706,Kip Moore,existing_artist,kip moore
2013,8,Hey Pretty Girl,Kip Moore,2013 in country music,hey pretty girl,kip moore,Hey Pretty Girl,id:artist_000706,artist_000706,Kip Moore,existing_artist,kip moore
2015,24,I'm to Blame,Kip Moore,2015 in country music,i m to blame,kip moore,I'm to Blame,id:artist_000706,artist_000706,Kip Moore,existing_artist,kip moore
2018,12,Last Shot,Kip Moore,2018 in country music,last shot,kip moore,Last Shot,id:artist_000706,artist_000706,Kip Moore,existing_artist,kip moore
2020,24,She's Mine,Kip Moore,2020 in country music,she s mine,kip moore,She's Mine,id:artist_000706,artist_000706,Kip Moore,existing_artist,kip moore
2012,1,Somethin' 'Bout a Truck,Kip Moore,2012 in country music,somethin bout a truck,kip moore,Somethin' 'Bout a Truck,id:artist_000706,artist_000706,Kip Moore,existing_artist,kip moore
1957,10,(I'll Always Be Your) Fraulein,Kitty Wells,Billboard Top Country & Western Records of 1957,fraulein,kitty wells,(I'll Always Be Your) Fraulein,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1959,18,All the Time,Kitty Wells,1959 in country music,all the time,kitty wells,All the Time,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1960,5,Amigo's Guitar,Kitty Wells,1960 in country music,amigo s guitar,kitty wells,Amigo's Guitar,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1960,16,Carmel by the Sea,Kitty Wells,1960 in country music,carmel by the sea,kitty wells,Carmel by the Sea,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1958,16,He's Lost His Love for Me,Kitty Wells,1958 in country music,he s lost his love for me,kitty wells,He's Lost His Love for Me,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1956,39,How Far Is Heaven,Kitty Wells,Billboard Top Country & Western Records of 1956,how far is heaven,kitty wells,How Far Is Heaven,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1958,3,I Can't Stop Loving You,Kitty Wells,1958 in country music,i can t stop loving you,kitty wells,I Can't Stop Loving You,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1952,1,It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,Billboard Top Country & Western Records of 1952,it wasn t god who made honky tonk angels,kitty wells,It Wasn't God Who Made Honky Tonk Angels,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1958,7,Jealousy,Kitty Wells,1958 in country music,jealousy,kitty wells,Jealousy,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1960,5,Left to Right,Kitty Wells,1960 in country music,left to right,kitty wells,Left to Right,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1955,2,Making Believe,Kitty Wells,Billboard Top Country & Western Records of 1955,making believe,kitty wells,Making Believe,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1959,5,Mommy for a Day,Kitty Wells,1959 in country music,mommy for a day,kitty wells,Mommy for a Day,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1964,4,Password,Kitty Wells,1964 in country music,password,kitty wells,Password,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1954,8,Release Me,Kitty Wells,Billboard Top Country & Western Records of 1954,release me,kitty wells,Release Me,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1957,6,Repenting,Kitty Wells,Billboard Top Country & Western Records of 1957,repenting,kitty wells,Repenting,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1956,5,Searching (For Someone Like You),Kitty Wells,Billboard Top Country & Western Records of 1956,searching,kitty wells,Searching (For Someone Like You),id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1957,3,Searching (For Someone Like You),Kitty Wells,Billboard Top Country & Western Records of 1957,searching,kitty wells,Searching (For Someone Like You),id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1957,7,Three Ways (To Love You),Kitty Wells,Billboard Top Country & Western Records of 1957,three ways,kitty wells,Three Ways (To Love You),id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
1959,12,Your Wild Life's Gonna Get You Down,Kitty Wells,1959 in country music,your wild life s gonna get you down,kitty wells,Your Wild Life's Gonna Get You Down,id:artist_000785,artist_000785,Kitty Wells,existing_artist,kitty wells
2024,10,Sweet Dreams,Koe Wetzel,2024 in country music,sweet dreams,koe wetzel,Sweet Dreams,id:artist_000181,artist_000181,Koe Wetzel,existing_artist,koe wetzel
2018,19,Born to Love You,LANCO,2018 in country music,born to love you,lanco,Born to Love You,id:artist_002316,artist_002316,LATAM Cargo Colombia,existing_artist,lanco
2021,20,Like a Lady,Lady A,2021 in country music,like a lady,lady a,Like a Lady,id:artist_001312,artist_001312,Lady A,existing_artist,lady a
2008,11,Lookin' for a Good Time,Lady Antebellum,2008 in country music,lookin for a good time,lady antebellum,Lookin' for a Good Time,id:artist_001312,artist_001312,Lady A,existing_artist,lady antebellum
2008,3,Love Don't Live Here,Lady Antebellum,2008 in country music,love don t live here,lady antebellum,Love Don't Live Here,id:artist_001312,artist_001312,Lady A,existing_artist,lady antebellum
2009,1,Need You Now,Lady Antebellum,2009 in country music,need you now,lady antebellum,Need You Now,id:artist_001312,artist_001312,Lady A,existing_artist,lady antebellum
2025,9,4x4xU,Lainey Wilson,2025 in country music,4x4xu,lainey wilson,4x4xU,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
2024,19,Hang Tight Honey,Lainey Wilson,2024 in country music,hang tight honey,lainey wilson,Hang Tight Honey,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
2023,7,Heart Like a Truck,Lainey Wilson,2023 in country music,heart like a truck,lainey wilson,Heart Like a Truck,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
2025,7,Somewhere Over Laredo,Lainey Wilson,2025 in country music,somewhere over laredo,lainey wilson,Somewhere Over Laredo,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
2021,3,Things a Man Oughta Know,Lainey Wilson,2021 in country music,things a man oughta know,lainey wilson,Things a Man Oughta Know,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
2023,7,Watermelon Moonshine,Lainey Wilson,2023 in country music,watermelon moonshine,lainey wilson,Watermelon Moonshine,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
2024,8,Wildflowers and Wild Horses,Lainey Wilson,2024 in country music,wildflowers and wild horses,lainey wilson,Wildflowers and Wild Horses,id:artist_000059,artist_000059,Lainey Wilson,existing_artist,lainey wilson
1994,5,Now I Know,Lari White,1994 in country music,now i know,lari white,Now I Know,id:artist_000662,artist_000662,Lari White,existing_artist,lari white
1998,16,Stepping Stone,Lari White,1998 in country music,stepping stone,lari white,Stepping Stone,id:artist_000662,artist_000662,Lari White,existing_artist,lari white
1994,10,That's My Baby,Lari White,1994 in country music,that s my baby,lari white,That's My Baby,id:artist_000662,artist_000662,Lari White,existing_artist,lari white
1974,14,Delta Dirt,Larry Gatlin,1974 in country music,delta dirt,larry gatlin,Delta Dirt,id:artist_000544,artist_000544,Larry Gatlin,existing_artist,larry gatlin
2001,18,But I Do Love You,LeAnn Rimes,2001 in country music,but i do love you,leann rimes,But I Do Love You,id:artist_000139,artist_000139,LeAnn Rimes,existing_artist,leann rimes
1998,10,Nothin' New Under the Moon,LeAnn Rimes,1998 in country music,nothin new under the moon,leann rimes,Nothin' New Under the Moon,id:artist_000139,artist_000139,LeAnn Rimes,existing_artist,leann rimes
1998,2,A Little Past Little Rock,Lee Ann Womack,1998 in country music,a little past little rock,lee ann womack,A Little Past Little Rock,id:artist_000305,artist_000305,Lee Ann Womack,existing_artist,lee ann womack
2001,4,Ashes by Now,Lee Ann Womack,2001 in country music,ashes by now,lee ann womack,Ashes by Now,id:artist_000305,artist_000305,Lee Ann Womack,existing_artist,lee ann womack
2001,13,Why They Call It Falling,Lee Ann Womack,2001 in country music,why they call it falling,lee ann womack,Why They Call It Falling,id:artist_000305,artist_000305,Lee Ann Womack,existing_artist,lee ann womack
1998,2,You've Got to Talk to Me,Lee Ann Womack,1998 in country music,you ve got to talk to me,lee ann womack,You've Got to Talk to Me,id:artist_000305,artist_000305,Lee Ann Womack,existing_artist,lee ann womack
2012,1,A Woman Like You,Lee Brice,2012 in country music,a woman like you,lee brice,A Woman Like You,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2012,4,Hard to Love,Lee Brice,2012 in country music,hard to love,lee brice,Hard to Love,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2014,5,I Don't Dance,Lee Brice,2014 in country music,i don t dance,lee brice,I Don't Dance,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2021,5,Memory I Don't Mess With,Lee Brice,2021 in country music,memory i don t mess with,lee brice,Memory I Don't Mess With,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2020,2,One of Them Girls,Lee Brice,2020 in country music,one of them girls,lee brice,One of Them Girls,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2019,2,Rumor,Lee Brice,2019 in country music,rumor,lee brice,Rumor,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2016,13,That Don't Sound Like You,Lee Brice,2016 in country music,that don t sound like you,lee brice,That Don't Sound Like You,id:artist_000095,artist_000095,Lee Brice,existing_artist,lee brice
2001,16,God Bless the USA,Lee Greenwood,2001 in country music,god bless the usa,lee greenwood,God Bless the USA,id:artist_000103,artist_000103,Lee Greenwood,existing_artist,lee greenwood
1991,14,We've Got It Made,Lee Greenwood,1991 in country music,we ve got it made,lee greenwood,We've Got It Made,id:artist_000103,artist_000103,Lee Greenwood,existing_artist,lee greenwood
1994,3,I'm Holding My Own,Lee Roy Parnell,1994 in country music,i m holding my own,lee roy parnell,I'm Holding My Own,id:artist_000665,artist_000665,Lee Roy Parnell,existing_artist,lee roy parnell
1994,17,Take These Chains from My Heart,Lee Roy Parnell,1994 in country music,take these chains from my heart,lee roy parnell,Take These Chains from My Heart,id:artist_000665,artist_000665,Lee Roy Parnell,existing_artist,lee roy parnell
1952,1,Always Late (With Your Kisses),Lefty Frizzell,Billboard Top Country & Western Records of 1952,always late,lefty frizzell,Always Late (With Your Kisses),id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1951,1,Always Late with Your Kisses,Lefty Frizzell,Billboard Top Country & Western Records of 1951,always late with your kisses,lefty frizzell,Always Late with Your Kisses,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1959,13,Cigarettes and Coffee Blues,Lefty Frizzell,1959 in country music,cigarettes and coffee blues,lefty frizzell,Cigarettes and Coffee Blues,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1952,2,Don't Stay Away (Till Love Grows Cold),Lefty Frizzell,Billboard Top Country & Western Records of 1952,don t stay away,lefty frizzell,Don't Stay Away (Till Love Grows Cold),id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1952,1,"Give Me More, More, More (Of Your Kisses)",Lefty Frizzell,Billboard Top Country & Western Records of 1952,give me more more more,lefty frizzell,"Give Me More, More, More (Of Your Kisses)",id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1951,1,I Love You a Thousand Ways,Lefty Frizzell,Billboard Top Country & Western Records of 1951,i love you a thousand ways,lefty frizzell,I Love You a Thousand Ways,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1951,1,I Want to Be with You Always,Lefty Frizzell,Billboard Top Country & Western Records of 1951,i want to be with you always,lefty frizzell,I Want to Be with You Always,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1950,27,If You've Got the Money I've Got the Time,Lefty Frizzell,Billboard Top Country & Western Records of 1950,if you ve got the money i ve got the time,lefty frizzell,If You've Got the Money I've Got the Time,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1951,1,If You've Got the Money I've Got the Time,Lefty Frizzell,Billboard Top Country & Western Records of 1951,if you ve got the money i ve got the time,lefty frizzell,If You've Got the Money I've Got the Time,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1959,6,Long Black Veil,Lefty Frizzell,1959 in country music,long black veil,lefty frizzell,Long Black Veil,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1951,4,Look What Thoughts Will Do,Lefty Frizzell,Billboard Top Country & Western Records of 1951,look what thoughts will do,lefty frizzell,Look What Thoughts Will Do,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1951,2,Mom and Dad's Waltz,Lefty Frizzell,Billboard Top Country & Western Records of 1951,mom and dad s waltz,lefty frizzell,Mom and Dad's Waltz,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1952,2,Mom and Dad's Waltz,Lefty Frizzell,Billboard Top Country & Western Records of 1952,mom and dad s waltz,lefty frizzell,Mom and Dad's Waltz,id:artist_000534,artist_000534,Lefty Frizzell,existing_artist,lefty frizzell
1950,21,I Love You Because,Leon Payne,Billboard Top Country & Western Records of 1950,i love you because,leon payne,I Love You Because,id:artist_000439,artist_000439,Leon Payne,existing_artist,leon payne
1998,3,I Wanna Fall in Love,Lila McCann,1998 in country music,i wanna fall in love,lila mccann,I Wanna Fall in Love,id:artist_001717,artist_001717,Lila McCann,existing_artist,lila mccann
1998,20,I Wanna Remember This,Linda Davis,1998 in country music,i wanna remember this,linda davis,I Wanna Remember This,id:artist_000540,artist_000540,Linda Davis,existing_artist,linda davis
1991,1,Leap of Faith,Lionel Cartwright,1991 in country music,leap of faith,lionel cartwright,Leap of Faith,id:artist_001721,artist_001721,Lionel Cartwright,existing_artist,lionel cartwright
2007,20,A Little More You,Little Big Town,2007 in country music,a little more you,little big town,A Little More You,id:artist_000039,artist_000039,Little Big Town,existing_artist,little big town
2015,1,Girl Crush,Little Big Town,2015 in country music,girl crush,little big town,Girl Crush,id:artist_000039,artist_000039,Little Big Town,existing_artist,little big town
2012,1,Pontoon,Little Big Town,2012 in country music,pontoon,little big town,Pontoon,id:artist_000039,artist_000039,Little Big Town,existing_artist,little big town
1950,24,Hillbilly Fever,Little Jimmy Dickens,Billboard Top Country & Western Records of 1950,hillbilly fever,little jimmy dickens,Hillbilly Fever,id:artist_001784,artist_001784,Little Jimmy Dickens,existing_artist,little jimmy dickens
1994,5,Kick a Little,Little Texas,1994 in country music,kick a little,little texas,Kick a Little,id:artist_000442,artist_000442,Little Texas,existing_artist,little texas
1994,1,My Love,Little Texas,1994 in country music,my love,little texas,My Love,id:artist_000442,artist_000442,Little Texas,existing_artist,little texas
1991,8,Some Guys Have All the Love,Little Texas,1991 in country music,some guys have all the love,little texas,Some Guys Have All the Love,id:artist_000442,artist_000442,Little Texas,existing_artist,little texas
1994,14,Stop on a Dime,Little Texas,1994 in country music,stop on a dime,little texas,Stop on a Dime,id:artist_000442,artist_000442,Little Texas,existing_artist,little texas
1974,19,Come on In and Let Me Love You,Lois Johnson,1974 in country music,come on in and let me love you,lois johnson,Come on In and Let Me Love You,id:artist_001730,artist_001730,Lois Johnson,existing_artist,lois johnson
1998,2,Everything's Changed,Lonestar,1998 in country music,everything s changed,lonestar,Everything's Changed,id:artist_001310,artist_001310,Lonestar,existing_artist,lonestar
2001,1,I'm Already There,Lonestar,2001 in country music,i m already there,lonestar,I'm Already There,id:artist_001310,artist_001310,Lonestar,existing_artist,lonestar
2001,10,With Me,Lonestar,2001 in country music,with me,lonestar,With Me,id:artist_001310,artist_001310,Lonestar,existing_artist,lonestar
1964,4,Before I'm Over You,Loretta Lynn,1964 in country music,before i m over you,loretta lynn,Before I'm Over You,id:artist_000786,artist_000786,Loretta Lynn,existing_artist,loretta lynn
1974,3,Hey Loretta,Loretta Lynn,1974 in country music,hey loretta,loretta lynn,Hey Loretta,id:artist_000786,artist_000786,Loretta Lynn,existing_artist,loretta lynn
1960,14,I'm a Honky Tonk Girl,Loretta Lynn,1960 in country music,i m a honky tonk girl,loretta lynn,I'm a Honky Tonk Girl,id:artist_000786,artist_000786,Loretta Lynn,existing_artist,loretta lynn
1974,4,They Don't Make 'em Like My Daddy,Loretta Lynn,1974 in country music,they don t make em like my daddy,loretta lynn,They Don't Make 'em Like My Daddy,id:artist_000786,artist_000786,Loretta Lynn,existing_artist,loretta lynn
1974,14,Trouble in Paradise,Loretta Lynn,1974 in country music,trouble in paradise,loretta lynn,Trouble in Paradise,id:artist_000786,artist_000786,Loretta Lynn,existing_artist,loretta lynn
1991,9,A Picture of Me (Without You),Lorrie Morgan,1991 in country music,a picture of me,lorrie morgan,A Picture of Me (Without You),id:artist_000041,artist_000041,Lorrie Morgan,existing_artist,lorrie morgan
1998,14,One of Those Nights Tonight,Lorrie Morgan,1998 in country music,one of those nights tonight,lorrie morgan,One of Those Nights Tonight,id:artist_000041,artist_000041,Lorrie Morgan,existing_artist,lorrie morgan
1991,3,We Both Walk,Lorrie Morgan,1991 in country music,we both walk,lorrie morgan,We Both Walk,id:artist_000041,artist_000041,Lorrie Morgan,existing_artist,lorrie morgan
1960,9,Cruel Love,Lou Smith,1960 in country music,cruel love,lou smith,Cruel Love,id:artist_002012,artist_002012,Lou Smith,existing_artist,lou smith
2011,4,Country Girl (Shake It for Me),Luke Bryan,2011 in country music,country girl,luke bryan,Country Girl (Shake It for Me),id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2014,1,Drink a Beer,Luke Bryan,2014 in country music,drink a beer,luke bryan,Drink a Beer,id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2016,2,"Huntin', Fishin' and Lovin' Every Day",Luke Bryan,2016 in country music,huntin fishin and lovin every day,luke bryan,"Huntin', Fishin' and Lovin' Every Day",id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2012,1,I Don't Want This Night to End,Luke Bryan,2012 in country music,i don t want this night to end,luke bryan,I Don't Want This Night to End,id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2012,3,Kiss Tomorrow Goodbye,Luke Bryan,2012 in country music,kiss tomorrow goodbye,luke bryan,Kiss Tomorrow Goodbye,id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2014,1,Play It Again,Luke Bryan,2014 in country music,play it again,luke bryan,Play It Again,id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2013,1,That's My Kind of Night,Luke Bryan,2013 in country music,that s my kind of night,luke bryan,That's My Kind of Night,id:artist_000150,artist_000150,Luke Bryan,existing_artist,luke bryan
2024,3,Ain't No Love in Oklahoma,Luke Combs,2024 in country music,ain t no love in oklahoma,luke combs,Ain't No Love in Oklahoma,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2019,1,Beautiful Crazy,Luke Combs,2019 in country music,beautiful crazy,luke combs,Beautiful Crazy,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2021,1,Better Together,Luke Combs,2021 in country music,better together,luke combs,Better Together,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2019,2,Even Though I'm Leaving,Luke Combs,2019 in country music,even though i m leaving,luke combs,Even Though I'm Leaving,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2023,1,Fast Car,Luke Combs,2023 in country music,fast car,luke combs,Fast Car,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2023,5,"Going, Going, Gone",Luke Combs,2023 in country music,going going gone,luke combs,"Going, Going, Gone",id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2018,14,Must've Never Met You,Luke Combs,2018 in country music,must ve never met you,luke combs,Must've Never Met You,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
2024,4,Where the Wild Things Are,Luke Combs,2024 in country music,where the wild things are,luke combs,Where the Wild Things Are,id:artist_000025,artist_000025,Luke Combs,existing_artist,luke combs
1974,40,Stop and Smell the Roses,Mac Davis,1974 in country music,stop and smell the roses,mac davis,Stop and Smell the Roses,id:artist_001512,artist_001512,Mac Davis,existing_artist,mac davis
1959,5,Jimmy Brown the Newsboy,Mac Wiseman,1959 in country music,jimmy brown the newsboy,mac wiseman,Jimmy Brown the Newsboy,id:artist_000254,artist_000254,Mac Wiseman,existing_artist,mac wiseman
2019,8,Girl,Maren Morris,2019 in country music,girl,maren morris,Girl,id:artist_000063,artist_000063,Maren Morris,existing_artist,maren morris
