song_name,artist_name,upload_year,complexity,repetition,harmonic_palette,structure_variation,playability,release_year,birth_year,billboard_country_year_end_flag,billboard_country_year_end_pos,artist_age_at_release,macro_region_clean,genre_clean,first_chord_group
It Keeps Right On A-Hurtin,Norma Jean (country singer),2025,.1111111111111111,.8888888888888888,.4,.6666666666666666,.8888888888888888,2010,1938,No,,72,South,country,D
Cry Not For Me,Patsy Cline,2020,.3594936708860759,.8227848101265822,1.4,0,.6405063291139241,2010,1932,No,,78,South,country,G
Coming Home To Me,Patty Griffin,2015,.03,.925,.6,0,.97,2010,1964,No,,46,Northeast,country,F
House Of Gold,Patty Griffin,2015,.0292682926829268,.926829268292683,.3,0,.9707317073170731,2010,1964,No,,46,Northeast,country,A
I Smell A Rat,Patty Griffin,2017,.2444444444444444,.8888888888888888,.3,.6666666666666666,.7555555555555555,2010,1964,No,,46,Northeast,country,E
If I Had My Way,Patty Griffin,2017,.2755555555555555,.9777777777777776,.3,1.333333333333333,.7244444444444444,2010,1964,No,,46,Northeast,country,OTHER
Little Fire,Patty Griffin,2015,.0235294117647058,.9411764705882352,.4,0,.976470588235294,2010,1964,No,,46,Northeast,country,G
Never Grow Old,Patty Griffin,2015,.0838709677419354,.935483870967742,.4,.1666666666666666,.9161290322580644,2010,1964,No,,46,Northeast,country,G
Waiting For My Child,Patty Griffin,2013,.034375,.9375,.4,0,.965625,2010,1964,No,,46,Northeast,country,C
We Shall Be Reunited,Patty Griffin,2011,.016,.96,.3,1.333333333333333,.984,2010,1964,No,,46,Northeast,country,G
The Trouble With The Truth,Patty Loveless,2016,.0273972602739726,.9315068493150684,.5,0,.9726027397260274,2010,1957,No,,53,Appalachia,country,C
Things Left Undone,Paul Thorn,2018,.0454545454545454,.8863636363636364,.5,.3333333333333333,.9545454545454546,2010,1964,No,,46,Midwest,country,G
Weeds In My Roses,Paul Thorn,2025,.015267175572519,.9618320610687024,.5,.8333333333333334,.9847328244274808,2010,1964,No,,46,Midwest,country,B
You Might Be Wrong,Paul Thorn,2016,.0122448979591836,.9693877551020408,.3,1.333333333333333,.9877551020408164,2010,1964,No,,46,Midwest,country,A
Addicted,Randy Houser,2017,.012,.97,.3,0,.988,2010,1975,No,,35,South,country,C
Somewhere South Of Memphis,Randy Houser,2017,.0242424242424242,.9393939393939394,.4,.5,.9757575757575756,2010,1975,No,,35,South,country,G
Easy,Rascal Flatts,2011,.0359550561797752,.9101123595505618,.8,0,.9640449438202248,2010,1999,Yes,3,11,Midwest,country,C
I Wont Let Go,Rascal Flatts,2010,.208,.8100000000000001,1.9,1,.792,2010,1999,No,,11,Midwest,country,E
Nothing Like This,Rascal Flatts,2011,.2285714285714285,.9,.7,0,.7714285714285715,2010,1999,No,,11,Midwest,country,B
Play,Rascal Flatts,2014,.041025641025641,.8974358974358975,.4,0,.958974358974359,2010,1999,No,,11,Midwest,country,A
Summer Young,Rascal Flatts,2017,.1350877192982456,.9385964912280702,.7,1.333333333333333,.8649122807017544,2010,1999,No,,11,Midwest,country,F
Sunday Afternoon,Rascal Flatts,2011,.1386138613861386,.9207920792079208,.8,0,.8613861386138614,2010,1999,No,,11,Midwest,country,G
They Try,Rascal Flatts,2011,.1658536585365853,.8780487804878049,.5,0,.8341463414634147,2010,1999,No,,11,Midwest,country,EM
Matter Much To You,Raul Malo,2021,.2259259259259259,.9074074074074074,1,1,.7740740740740741,2010,1965,No,,45,South,country,C
All The Women I Am,Reba McEntire,2019,.04,.9,1,1.333333333333333,.96,2010,1955,No,,55,South,country,OTHER
Consider Me Gone,Reba McEntire,2010,.0462488129154795,.9121557454890789,.7,.9166666666666666,.9537511870845204,2010,1955,No,,55,South,country,D
Cry,Reba McEntire,2016,.2647887323943662,.8873239436619719,.8,1,.7352112676056337,2010,1955,No,,55,South,country,C
If I Were A Boy,Reba McEntire,2016,.0193548387096774,.9612903225806452,.6,0,.9806451612903224,2010,1955,No,,55,South,country,F
Somebodys Chelsea,Reba McEntire,2011,.1232876712328767,.9178082191780822,.6,0,.8767123287671232,2010,1955,No,,55,South,country,C
The Bridge You Burn,Reba McEntire,2014,.2484848484848484,.946969696969697,.7,0,.7515151515151515,2010,1955,No,,55,South,country,D
Turn On The Radio,Reba McEntire,2010,.0521739130434782,.8695652173913043,.6,0,.9478260869565216,2010,1955,No,,55,South,country,OTHER
When Love Gets A Hold Of You,Reba McEntire,2016,.0476190476190476,.9047619047619048,.6,0,.9523809523809524,2010,1955,No,,55,South,country,G
When You Have A Child,Reba McEntire,2014,.096551724137931,.7586206896551724,.7,0,.903448275862069,2010,1955,No,,55,South,country,C
The Wire And The Rail,Red Steagall,2023,.1041322314049586,.9504132231404958,.6,.6666666666666666,.8958677685950414,2010,1938,No,,72,South,country,E
A Little At A Time,Rhonda Vincent,2022,.15,.9,.6,0,.85,2010,1962,No,,48,Midwest,country,C
Taken,Rhonda Vincent,2014,.05,.875,.9,.1666666666666666,.95,2010,1962,No,,48,Midwest,country,G
The Court Of Love,Rhonda Vincent,2018,.0285714285714285,.9285714285714286,.3,.3333333333333333,.9714285714285714,2010,1962,No,,48,Midwest,country,F
Cant Shake Jesus,Ricky Skaggs,2020,.1771929824561403,.9385964912280702,.7,1.166666666666667,.8228070175438597,2010,1954,No,,56,Appalachia,country,EM
Fire From The Sky,Ricky Skaggs,2021,.1465753424657534,.910958904109589,1.3,1.5,.8534246575342466,2010,1954,No,,56,Appalachia,country,D
Shepherds Voice,Ricky Skaggs,2025,.3671232876712328,.904109589041096,.7,.8333333333333334,.6328767123287671,2010,1954,No,,56,Appalachia,country,OTHER
Tell A Country Boy,Rodney Atkins,2018,.0395061728395061,.9012345679012346,.8,.6666666666666666,.9604938271604938,2010,1969,No,,41,Appalachia,country,D
The River Just Knows,Rodney Atkins,2018,.0489361702127659,.925531914893617,.7,.6666666666666666,.951063829787234,2010,1969,No,,41,Appalachia,country,C
3Rd Chance Blues,Roger Alan Wade,2015,.0285714285714285,.9285714285714286,.3,0,.9714285714285714,2010,2000,No,,10,Unknown,country,G
Cowboy Angel,Roger Alan Wade,2015,.0416666666666666,.8958333333333334,.5,0,.9583333333333334,2010,2000,No,,10,Unknown,country,G
Deguello Motel,Roger Alan Wade,2015,.021505376344086,.946236559139785,.5,0,.978494623655914,2010,2000,No,,10,Unknown,country,C
Here I Go Again,Roger Alan Wade,2013,.0347826086956521,.9130434782608696,.4,.8333333333333334,.9652173913043478,2010,2000,No,,10,Unknown,country,D
Old Dixie Highway,Roger Alan Wade,2014,.0586206896551724,.9310344827586208,.4,0,.9413793103448276,2010,2000,No,,10,Unknown,country,D
Party In My Pants,Roger Alan Wade,2016,.0551020408163265,.8622448979591837,.3,.25,.9448979591836736,2010,2000,No,,10,Unknown,country,G
Rock Powder Pills,Roger Alan Wade,2021,.0164383561643835,.9589041095890412,.3,.5,.9835616438356164,2010,2000,No,,10,Unknown,country,E
When Heaven Comes Dripping From The Night,Roger Alan Wade,2015,.0571428571428571,.8571428571428572,.3,0,.9428571428571428,2010,2000,No,,10,Unknown,country,D
Breakdown Into The Resolve,Ryan Adams & The Cardinals,2022,.028235294117647,.9294117647058824,.6,1.333333333333333,.971764705882353,2010,1974,No,,36,South,country,A
Magic For Everybody,Sam Phillips,2019,.0216216216216216,.9459459459459461,.6,1.166666666666667,.9783783783783784,2010,1923,No,,87,South,country,E
Tell Her What She Wants To Know,Sam Phillips,2009,.0328767123287671,.9178082191780822,.6,0,.9671232876712328,2010,1923,No,,87,South,country,OTHER
Takin The Long Way Home,Sammy Kershaw,2018,.1333333333333333,.9523809523809524,.3,0,.8666666666666667,2010,1958,No,,52,South,country,E
A Little Bit Stronger,Sara Evans,2016,.0204081632653061,.9489795918367347,.5,1.333333333333333,.979591836734694,2010,1971,Yes,1,39,Midwest,country,OTHER
Little Bit Stronger,Sara Evans,2011,.0421052631578947,.8947368421052632,.4,0,.9578947368421052,2010,1971,No,,39,Midwest,country,C
Somewhere Beautiful,Sean McConnell,2018,.0344827586206896,.9137931034482758,.5,.3333333333333333,.9655172413793104,2010,1985,No,,25,Northeast,country,C
Tell The Truth,Sean McConnell,2011,.1548387096774193,.8064516129032258,.6,0,.8451612903225807,2010,1985,No,,25,Northeast,country,EM
Jenny Lou,Sonny James,2013,.1561643835616438,.9589041095890412,.3,0,.8438356164383563,2010,1929,No,,81,South,country,OTHER
Pure Love,Sonny James,2015,.048,.88,.6,0,.952,2010,1929,No,,81,South,country,F
Uh-Huh-Mm,Sonny James,2013,.0307692307692307,.9230769230769232,.4,0,.9692307692307692,2010,1929,Yes,8,81,South,country,F
You Got That Touch,Sonny James,2013,.0206896551724137,.9482758620689656,.3,0,.9793103448275862,2010,1929,No,,81,South,country,OTHER
Ghost Town,Sons Of Sylvia,2023,.0782608695652174,.8043478260869565,.9,.8333333333333334,.9217391304347826,2010,1956,No,,54,Midwest,country,OTHER
Ill Know You,Sons Of Sylvia,2017,.0228571428571428,.9428571428571428,.6,0,.9771428571428572,2010,1956,No,,54,Midwest,country,D
Love Left To Lose,Sons Of Sylvia,2010,.0298507462686567,.9253731343283582,.5,1,.9701492537313432,2010,1956,No,,54,Midwest,country,C
Revelation,Sons Of Sylvia,2010,.0555555555555555,.8611111111111112,.5,0,.9444444444444444,2010,1956,No,,54,Midwest,country,F
How I Long To Take That Ride,Spirit Family Reunion,2025,.0275862068965517,.9310344827586208,.4,1,.9724137931034482,2010,,No,,,Unknown,country,E
Keep On Loving You,Steel Magnolia,2010,.124,.84,.8,0,.876,2010,2009,No,,1,Appalachia,country,A
How I Want To Be,Sundance Head,2024,.0238805970149253,.9402985074626866,.4,.6666666666666666,.9761194029850746,2010,1978,No,,32,South,country,G
The Weary Kind,T-Bone Burnett,2011,.0227642276422764,.943089430894309,.7,0,.9772357723577236,2010,1948,No,,62,Midwest,country,D
New York City Song,Tanya Tucker,2019,.0701754385964912,.8245614035087719,1,.5,.9298245614035088,2010,1958,No,,52,South,country,G
Soul Song,Tanya Tucker,2018,.0609523809523809,.8476190476190476,1.6,.8333333333333334,.939047619047619,2010,1958,No,,52,South,country,BB
All Your Life,The Band Perry,2011,.2230769230769231,.9230769230769232,.6,0,.7769230769230769,2010,2009,Yes,1,1,South,country,G
If I Die Young,The Band Perry,2014,.1818181818181818,.9421487603305784,.7,1.833333333333333,.8181818181818181,2010,2009,No,,1,South,country,A
Postcard From Paris,The Band Perry,2010,.2018018018018018,.927927927927928,.8,.8333333333333334,.7981981981981983,2010,2009,Yes,6,1,South,country,D
Queen Maybelline,The Band Perry,2013,.0181818181818181,.9545454545454546,.6,0,.9818181818181818,2010,2009,No,,1,South,country,G
You Lie,The Band Perry,2010,.0288659793814432,.9278350515463918,.7,0,.9711340206185568,2010,2009,Yes,2,1,South,country,BB
Let Him Fly,The Chicks (Dixie Chicks),2003,.1,.84,.8,.5,.9,2010,1989,No,,21,South,country,G
Some Days You Gotta Dance,The Chicks (Dixie Chicks),2007,.0307692307692307,.9230769230769232,.3,.6666666666666666,.9692307692307692,2010,1989,No,,21,South,country,E
Without You,The Chicks (Dixie Chicks),2001,.0732394366197183,.9014084507042254,.7,1,.9267605633802816,2010,1989,No,,21,South,country,D
Last Train To Clarksville,The Grascals,2017,.3210526315789473,.868421052631579,.5,0,.6789473684210526,2010,2004,No,,6,Appalachia,country,G
17 Cents,The Infamous Stringdusters,2024,.0126582278481012,.9683544303797468,.5,1.833333333333333,.9873417721518988,2010,2006,No,,4,Unknown,country,G
All The Same,The Infamous Stringdusters,2017,.0373333333333333,.9066666666666666,.7,.6666666666666666,.9626666666666668,2010,2006,No,,4,Unknown,country,AM
Masquerade,The Infamous Stringdusters,2017,.1869565217391304,.8260869565217391,.8,.8333333333333334,.8130434782608695,2010,2006,No,,4,Unknown,country,C
Rockets,The Infamous Stringdusters,2014,.4745098039215686,.9019607843137256,.5,0,.5254901960784314,2010,2006,No,,4,Unknown,country,OTHER
You Cant Stop The Changes,The Infamous Stringdusters,2020,.0149253731343283,.9626865671641792,.5,1.333333333333333,.9850746268656716,2010,2006,No,,4,Unknown,country,A
Christmas Means Jesus,The Isaacs,2021,.112,.93,.7,1.166666666666667,.888,2010,,No,,,Appalachia,country,C
Everything Is Gonna Turn Out Right,The Isaacs,2021,.0476190476190476,.8809523809523809,.5,.5,.9523809523809524,2010,,No,,,Appalachia,country,G
Its Christmastime Again,The Isaacs,2022,.01875,.953125,.6,1,.98125,2010,,No,,,Appalachia,country,D
Beautiful Star Of Bethlehem,The Judds,2014,.15,.9375,.6,.6666666666666666,.85,2010,1979,No,,31,Appalachia,country,D
Rockstar,The Killer Boy Rats,2021,.0271844660194174,.9320388349514565,.7,1.166666666666667,.9728155339805824,2010,1935,No,,75,South,country,A
Ill Not Be A Stranger,The Stanley Brothers,2021,.1583333333333333,.9583333333333334,.3,1,.8416666666666667,2010,1945,No,,65,South,country,C
When He Reached Down His Hand To Me,The Stanley Brothers,2021,.2461538461538461,.8923076923076922,.7,1.166666666666667,.7538461538461538,2010,1945,No,,65,South,country,A
Keep On The Firing Line,The Statler Brothers,2016,.2157894736842105,.8947368421052632,.4,0,.7842105263157895,2010,1955,No,,55,South,country,C
Noah Found Grace In The Eyes Of The Lord,The Statler Brothers,2017,.0213333333333333,.9466666666666668,.4,1.666666666666667,.9786666666666668,2010,1955,No,,55,South,country,F
Angel Of The Night,The SteelDrivers,2011,.019047619047619,.9523809523809524,.4,.6666666666666666,.9809523809523808,2010,2005,No,,5,Appalachia,country,G
Can You Run,The SteelDrivers,2015,.0264150943396226,.9339622641509434,.7,.8333333333333334,.9735849056603774,2010,2005,No,,5,Appalachia,country,EM
Ghosts Of Mississippi,The SteelDrivers,2016,.1468670076726343,.9085677749360614,.55,1.083333333333333,.8531329923273657,2010,2005,No,,5,Appalachia,country,OTHER
Good Corn Liquor,The SteelDrivers,2014,.0158415841584158,.9603960396039604,.4,1,.984158415841584,2010,2005,No,,5,Appalachia,country,E
Guitars Whiskey Guns And Knives,The SteelDrivers,2016,.0260869565217391,.9347826086956522,.3,0,.9739130434782608,2010,2005,No,,5,Appalachia,country,G
If You Cant Be Good Be Gone,The SteelDrivers,2017,.0904761904761904,.9523809523809524,.4,1,.9095238095238096,2010,2005,No,,5,Appalachia,country,G
Midnight On The Mountain,The SteelDrivers,2015,.0246913580246913,.9382716049382716,.5,1,.9753086419753086,2010,2005,No,,5,Appalachia,country,G
Peacemaker,The SteelDrivers,2014,.3188617886178861,.8796747967479674,.5,.5833333333333334,.6811382113821138,2010,2005,No,,5,Appalachia,country,C
The Price,The SteelDrivers,2017,.0104575163398692,.9738562091503268,.4,1.166666666666667,.9895424836601308,2010,2005,No,,5,Appalachia,country,E
The Reckless Side Of Me,The SteelDrivers,2015,.0229885057471264,.942528735632184,.5,0,.9770114942528736,2010,2005,No,,5,Appalachia,country,OTHER
Where Rainbows Never Die,The SteelDrivers,2015,.0160372194854953,.9599069512862616,.5,1.25,.9839627805145046,2010,2005,No,,5,Appalachia,country,A
You Put The Hurt On Me,The SteelDrivers,2014,.0188651436993367,.952837140751658,.3,.5833333333333334,.9811348563006632,2010,2005,No,,5,Appalachia,country,G
Dear Mr God,The Warren Brothers,2016,.0684210526315789,.9078947368421052,.7,.6666666666666666,.9315789473684212,2010,1998,No,,12,Appalachia,country,D
Are You Gonna Kiss Me Or Not,Thompson Square,2010,.0757575757575757,.9242424242424242,.5,.6666666666666666,.9242424242424242,2010,2002,Yes,1,8,Appalachia,country,D
Kiss Me Or Not,Thompson Square,2011,.2355555555555555,.9111111111111112,.4,0,.7644444444444445,2010,2002,No,,8,Appalachia,country,G
Country Music Lament,Tim Hus,2020,.0275862068965517,.9310344827586208,.6,.5,.9724137931034482,2010,,No,,,Unknown,country,C
Picture Butte Charlie,Tim Hus,2022,.059090909090909,.8863636363636364,1,1.333333333333333,.9409090909090908,2010,,No,,,Unknown,country,E
Back When,Tim McGraw,2005,.0521739130434782,.9347826086956522,.6,1.166666666666667,.9478260869565216,2010,1967,No,,43,South,country,D
Grown Men Dont Cry,Tim McGraw,2005,.1602564102564102,.9551282051282052,.7,0,.8397435897435898,2010,1967,No,,43,South,country,D
My Best Friend,Tim McGraw,2010,.0244897959183673,.9387755102040816,.9,.8333333333333334,.9755102040816328,2010,1967,No,,43,South,country,G
Unbroken,Tim McGraw,2024,.0693333333333333,.8666666666666667,1,.8333333333333334,.9306666666666666,2010,1967,No,,43,South,country,A
Where The Green Grass Grows,Tim McGraw,2010,.19,.95,.6,1,.8100000000000001,2010,1967,Yes,1,43,South,country,D
Pretty Fair Maid In The Garden,Tim O'Brien,2015,.025,.9375,.4,0,.975,2010,1954,No,,56,Midwest,country,G
You Ate The Apple,Tim O'Brien,2025,.5688311688311688,.9220779220779221,.6,1,.4311688311688312,2010,1954,No,,56,Midwest,country,OTHER
Trailerhood,Toby Keith,2018,.04,.9,1.2,1.333333333333333,.96,2010,1961,No,,49,South,country,G
Case Of Sorrow,Tony Booth,2023,.16,.84,.8,.6666666666666666,.84,2010,1943,No,,67,South,country,G
Cinderella,Tony Booth,2022,.2279999999999999,.8200000000000001,.9,.6666666666666666,.772,2010,1943,No,,67,South,country,D
Heartache Remover,Tony Booth,2016,.3333333333333333,.8484848484848485,.5,0,.6666666666666667,2010,1943,No,,67,South,country,G
Love Dont Make The Bars,Tony Booth,2018,.0571428571428571,.9047619047619048,.6,.6666666666666666,.9428571428571428,2010,1943,No,,67,South,country,F
When Tomorrow Strarts Without Me,Tony Booth,2023,.2542857142857143,.9428571428571428,.4,.8333333333333334,.7457142857142858,2010,1943,No,,67,South,country,C
Timing Is Everything,Trace Adkins,2023,.0387096774193548,.9032258064516128,.6,1.166666666666667,.9612903225806452,2010,1962,No,,48,South,country,C
Youre Gonna Miss This,Trace Adkins,2009,.0660022148394241,.9262679955703212,.6666666666666666,.611111111111111,.933997785160576,2010,1962,No,,48,South,country,C
Youre Mine,Trace Adkins,2021,.1493975903614458,.9156626506024096,.7,0,.8506024096385543,2010,1962,No,,48,South,country,D
If I Didnt Have You In My World,Vince Gill,2020,.176,.88,.9,1,.8240000000000001,2010,1957,No,,53,South,country,D
Lets Make Sure We Kiss Goodbye,Vince Gill,2012,.1111111111111111,.8888888888888888,.5,0,.8888888888888888,2010,1957,No,,53,South,country,D
The Luckiest Guy In The World,Vince Gill,2018,.0528301886792452,.8679245283018868,.7,.6666666666666666,.9471698113207548,2010,1957,No,,53,South,country,OTHER
What They All Call Love,Vince Gill,2022,.0137931034482758,.9655172413793104,.3,.6666666666666666,.986206896551724,2010,1957,No,,53,South,country,G
When Love Finds You,Vince Gill,2017,.0710280373831775,.9065420560747663,1,1.333333333333333,.9289719626168224,2010,1957,Yes,3,53,South,country,G
Walkin Shoes,Wade Bowen,2025,.1591549295774648,.971830985915493,.4,1.833333333333333,.8408450704225352,2010,1978,No,,32,South,country,OTHER
Skinny Dippin,Whitney Duncan,2014,.0232683982683982,.9418290043290044,.5,0,.9767316017316016,2010,1984,No,,26,Appalachia,country,D
Skinny Dippin,Whitney Duncan,2014,.0227272727272727,.9431818181818182,.5,0,.9772727272727273,2010,1984,No,,26,Appalachia,country,D
So Sorry Mama,Whitney Duncan,2012,.0363636363636363,.9090909090909092,.9,1.166666666666667,.9636363636363636,2010,1984,No,,26,Appalachia,country,G
You And The Horse,Whitney Duncan,2022,.0125,.96875,.3,.8333333333333334,.9875,2010,1984,No,,26,Appalachia,country,D
Arkansas,Wilburn Brothers,2015,.1212121212121212,.8787878787878788,.4,0,.8787878787878788,2010,1954,No,,56,South,country,C
Roarin Again,Wilburn Brothers,2018,.1714285714285714,.9285714285714286,.3,0,.8285714285714285,2010,1954,No,,56,South,country,G
Someone Before Me,Wilburn Brothers,2018,.2521739130434782,.8260869565217391,.4,0,.7478260869565218,2010,1954,No,,56,South,country,G
Bring Me Sunshine,Willie Nelson,2012,.4693877551020408,.653061224489796,1.7,.8333333333333334,.5306122448979592,2010,1933,No,,77,South,country,F
Dark As A Dungeon,Willie Nelson,2014,.0153846153846153,.9615384615384616,.3,0,.9846153846153848,2010,1933,No,,77,South,country,G
Drinking Champagne,Willie Nelson,2021,.1352941176470588,.9411764705882352,.6,.8333333333333334,.8647058823529412,2010,1933,No,,77,South,country,B
Freight Train Boogie,Willie Nelson,2015,.1125,.90625,.3,.8333333333333334,.8875,2010,1933,No,,77,South,country,A
Gotta Walk Alone,Willie Nelson,2022,.208695652173913,.8695652173913043,.6,1,.7913043478260869,2010,1933,No,,77,South,country,D
I Am A Pilgrim,Willie Nelson,2019,.1833333333333333,.9166666666666666,.5,0,.8166666666666667,2010,1933,No,,77,South,country,C
Satisfied Mind,Willie Nelson,2013,.1638888888888889,.9444444444444444,.4,0,.8361111111111111,2010,1933,No,,77,South,country,C
Love For Sale,k.d. lang,2021,.2736842105263157,.8571428571428572,1.9,1.5,.7263157894736842,2010,1961,No,,49,West,country,EM
Western Stars,k.d. lang,2021,.0228571428571428,.9428571428571428,.2,1,.9771428571428572,2010,1961,No,,49,West,country,E
Chocolate Jack Daniels And Lsd,8 Ball Aitken,2025,.141025641025641,.9358974358974359,.5,1,.858974358974359,2011,1981,No,,30,Unknown,country,C
Country Boy,Aaron Lewis,2010,.3176470588235294,.8823529411764706,.6,0,.6823529411764706,2011,1972,No,,39,Northeast,country,OTHER
Massachusetts,Aaron Lewis,2011,.1545454545454545,.8863636363636364,.5,0,.8454545454545455,2011,1972,No,,39,Northeast,country,D
The Story Never Ends,Aaron Lewis,2011,.4428571428571428,.9107142857142856,.5,1.166666666666667,.5571428571428572,2011,1972,No,,39,Northeast,country,OTHER
Vicious Circles,Aaron Lewis,2011,.5243243243243243,.9054054054054054,.7,0,.4756756756756757,2011,1972,No,,39,Northeast,country,OTHER
Get Out Of The Left Lane You Stupid Sumbitch,Alabama Big Earl,2021,.0307692307692307,.9230769230769232,.4,.8333333333333334,.9692307692307692,2011,,No,,,South,country,C
A House With No Curtains,Alan Jackson,2007,.1352941176470588,.7058823529411764,1,0,.8647058823529412,2011,1958,Yes,18,53,South,country,A
All American Country Boy,Alan Jackson,2009,.0666666666666666,.8333333333333334,.4,0,.9333333333333332,2011,1958,No,,53,South,country,D
Buicks To The Moon,Alan Jackson,2009,.0262295081967213,.9344262295081968,.4,.8333333333333334,.9737704918032788,2011,1958,No,,53,South,country,G
From A Distance,Alan Jackson,2003,.0779661016949152,.9322033898305084,.4,0,.9220338983050848,2011,1958,No,,53,South,country,B
Hole In The Wall,Alan Jackson,2017,.1833333333333333,.8666666666666667,.8,1.166666666666667,.8166666666666667,2011,1958,No,,53,South,country,G
I Dont Even Know Your Name,Alan Jackson,2009,.0307692307692307,.9230769230769232,.3,.8333333333333334,.9692307692307692,2011,1958,No,,53,South,country,E
I Dont Need The Booze To Get A Buzz On,Alan Jackson,2020,.0222222222222222,.9444444444444444,.4,1,.9777777777777776,2011,1958,No,,53,South,country,A
If I Had You,Alan Jackson,2020,.0285714285714285,.9285714285714286,.4,.8333333333333334,.9714285714285714,2011,1958,No,,53,South,country,A
If It Aint One Thing Its You,Alan Jackson,2007,.1525423728813559,.8983050847457628,.6,0,.847457627118644,2011,1958,No,,53,South,country,C
Its Time You Learned About Goodbye,Alan Jackson,2022,.0114285714285714,.9714285714285714,.3,1,.9885714285714284,2011,1958,No,,53,South,country,A
Just Playin Possum,Alan Jackson,2019,.2604651162790697,.9069767441860466,.4,.6666666666666666,.7395348837209302,2011,1958,No,,53,South,country,G
Lets Get Back To Me And You,Alan Jackson,2020,.0210526315789473,.9473684210526316,.5,.8333333333333334,.9789473684210528,2011,1958,No,,53,South,country,G
Long Way To Go,Alan Jackson,2011,.009090909090909,.9772727272727272,.3,0,.990909090909091,2011,1958,No,,53,South,country,G
Loves Got A Hold On You,Alan Jackson,2021,.024,.9399999999999999,.3,.6666666666666666,.976,2011,1958,No,,53,South,country,E
Shes Got The Rhythm And I Got The Blues,Alan Jackson,2003,.0641509433962264,.9245283018867924,.4,.6666666666666666,.9358490566037736,2011,1958,No,,53,South,country,A
Song For The Life,Alan Jackson,2017,.0941176470588235,.9411764705882352,.7,1,.9058823529411764,2011,1958,No,,53,South,country,C
Thats All I Need To Know,Alan Jackson,2020,.1066666666666666,.8833333333333333,.7,1,.8933333333333333,2011,1958,No,,53,South,country,C
The Devil And Me,Alan Jackson,2017,.023076923076923,.9423076923076924,.3,.5,.9769230769230768,2011,1958,No,,53,South,country,D
Walk On The Rocks,Alan Jackson,2012,.0328767123287671,.9178082191780822,.6,0,.9671232876712328,2011,1958,No,,53,South,country,D
Walkin The Floor Over Me,Alan Jackson,2019,.0349206349206349,.9365079365079364,.4,.5,.9650793650793652,2011,1958,No,,53,South,country,D
Who I Am,Alan Jackson,2017,.02,.95,.3,.5,.98,2011,1958,No,,53,South,country,E
Who Says You Cant Have It All,Alan Jackson,2016,.2025974025974025,.8831168831168831,.9,.8333333333333334,.7974025974025974,2011,1958,No,,53,South,country,D
Whos Cheatin Who,Alan Jackson,2007,.0085714285714285,.9785714285714284,.3,1,.9914285714285714,2011,1958,No,,53,South,country,G
You Cant Give Up On Love,Alan Jackson,2017,.0161616161616161,.9595959595959596,.4,.3333333333333333,.9838383838383838,2011,1958,No,,53,South,country,D
Youve Been Lonesome Too,Alan Jackson,2015,.1955555555555555,.9111111111111112,.4,0,.8044444444444444,2011,1958,No,,53,South,country,C
Marlboro Man,Ashley McBryde,2020,.0111111111111111,.9722222222222222,.4,1,.9888888888888888,2011,1983,No,,28,South,country,F
Some Things,Ashley McBryde,2021,.0242424242424242,.9393939393939394,.4,.3333333333333333,.9757575757575756,2011,1983,No,,28,South,country,C
Look It Up,Ashton Shepherd,2018,.0533333333333333,.8666666666666667,.4,0,.9466666666666668,2011,1986,Yes,19,25,South,country,AM
Big Love,Bellamy Brothers,2020,.0210526315789473,.9473684210526316,.5,1.166666666666667,.9789473684210528,2011,1975,No,,36,South,country,G
The Spanish Bible,Bellamy Brothers,2023,.16,.9666666666666668,.3,.6666666666666666,.84,2011,1975,No,,36,South,country,E
Thats How Country Boys Roll,Billy Currington,2009,.0296296296296296,.925925925925926,.4,0,.9703703703703704,2011,1973,No,,38,South,country,D
Addicted,Blake Shelton,2025,.1251798561151079,.8920863309352518,1.5,1.166666666666667,.874820143884892,2011,1976,No,,35,South,country,OTHER
Chill,Blake Shelton,2013,.0148148148148148,.962962962962963,.5,.6666666666666666,.9851851851851852,2011,1976,No,,35,South,country,A
Footloose,Blake Shelton,2013,.0847222222222222,.9027777777777778,1.4,1,.9152777777777776,2011,1976,No,,35,South,country,G
Get Some,Blake Shelton,2018,.1025,.95,.4,.8333333333333334,.8975,2011,1976,No,,35,South,country,C
God Gave Me You,Blake Shelton,2011,.0176486413774549,.9558783965563626,.5,1,.9823513586225452,2011,1976,Yes,1,35,South,country,G
Good Ole Boys,Blake Shelton,2016,.0164383561643835,.9589041095890412,.3,1.166666666666667,.9835616438356164,2011,1976,No,,35,South,country,D
Hey,Blake Shelton,2018,.0301075268817204,.9247311827956988,.7,.6666666666666666,.9698924731182796,2011,1976,No,,35,South,country,D
Honey Bee,Blake Shelton,2011,.023583749109052,.9410406272273698,.4000000000000001,.7222222222222223,.976416250890948,2011,1976,Yes,1,35,South,country,D
Im Sorry,Blake Shelton,2013,.0676056338028169,.9154929577464788,.6,0,.9323943661971832,2011,1976,No,,35,South,country,G
Over,Blake Shelton,2012,.0617647058823529,.8676470588235294,.9,1,.9382352941176472,2011,1976,Yes,1,35,South,country,F
Ready To Roll,Blake Shelton,2016,.0125,.96875,.3,.5,.9875,2011,1976,No,,35,South,country,C
Red River Blue,Blake Shelton,2011,.1049180327868852,.8852459016393442,.7,0,.8950819672131147,2011,1976,No,,35,South,country,G
