seed_title,source_seed,wikidata_qid
Chase Rice,Category:American country singer-songwriters,Q5087189
Charlie Rich,Category:American country singer-songwriters,Q563057
Don Rich,Category:American country singer-songwriters,Q369138
John Rich,Category:American country singer-songwriters,Q3456867
Tyler Rich,Category:American country singer-songwriters,Q58008098
Steve Richard,Category:American country singer-songwriters,Q7613740
Kim Richey,Category:American country singer-songwriters,Q6409274
Lesley Riddle,Category:American country singer-songwriters,Q6530529
Sam Riggs,Category:American country singer-songwriters,Q24572268
Don Rigsby,Category:American country singer-songwriters,Q39058568
Jeannie C. Riley,Category:American country singer-songwriters,Q547684
LeAnn Rimes,Category:American country singer-songwriters,Q120533
Cowboy Slim Rinehart,Category:American country singer-songwriters,Q15501574
Josh Ritter,Category:American country singer-songwriters,Q1372074
Tex Ritter,Category:American country singer-songwriters,Q966565
Dave Robbins (keyboardist),Category:American country singer-songwriters,Q880845
Dennis Robbins,Category:American country singer-songwriters,Q5258906
Marty Robbins,Category:American country singer-songwriters,Q919565
Austin Roberts (singer),Category:American country singer-songwriters,Q4823260
Dexter Roberts,Category:American country singer-songwriters,Q16226067
Emily Ann Roberts,Category:American country singer-songwriters,Q22073692
Julie Roberts,Category:American country singer-songwriters,Q4975058
Kenny Roberts (musician),Category:American country singer-songwriters,Q6391192
Marty Roberts,Category:American country singer-songwriters,Q47093084
Mica Roberts,Category:American country singer-songwriters,Q16735295
Reyna Roberts,Category:American country singer-songwriters,Q105642515
Eck Robertson,Category:American country singer-songwriters,Q1281246
Betty Jean Robinson,Category:American country singer-songwriters,Q4898862
Floyd Robinson (singer),Category:American country singer-songwriters,Q3074458
Bruce Robison,Category:American country singer-songwriters,Q4978219
Carson Robison,Category:American country singer-songwriters,Q1045443
Charlie Robison,Category:American country singer-songwriters,Q5085466
Kenny Roby,Category:American country singer-songwriters,Q6391195
Karyn Rochelle,Category:American country singer-songwriters,Q16875112
Jameson Rodgers,Category:American country singer-songwriters,Q62057326
Jimmie Rodgers,Category:American country singer-songwriters,Q366358
Judy Rodman,Category:American country singer-songwriters,Q13561981
Carrie Rodriguez,Category:American country singer-songwriters,Q438254
David Rodriguez (singer-songwriter),Category:American country singer-songwriters,Q3703317
Johnny Rodriguez,Category:American country singer-songwriters,Q1702401
David Rogers (singer),Category:American country singer-songwriters,Q5239172
Kenny Rogers,Category:American country singer-songwriters,Q217160
Ronnie Rogers,Category:American country singer-songwriters,Q7365972
Roy Rogers,Category:American country singer-songwriters,Q367129
Smokey Rogers,Category:American country singer-songwriters,Q7545981
Tammy Rogers,Category:American country singer-songwriters,Q7681604
Jackson Rohm,Category:American country singer-songwriters,Q15452952
Jelly Roll (singer),Category:American country singer-songwriters,Q6176881
Jimmy Rollins (musician),Category:American country singer-songwriters,Q15059522
Lulu Roman,Category:American country singer-songwriters,Q3840581
Caitlin Rose,Category:American country singer-songwriters,Q541033
Deena Kaye Rose,Category:American country singer-songwriters,Q5272903
Liz Rose,Category:American country singer-songwriters,Q6660289
Maggie Rose,Category:American country singer-songwriters,Q6730304
Pam Rose,Category:American country singer-songwriters,Q7128990
Charlie Ross (singer),Category:American country singer-songwriters,Q22073694
Sandy Rothman,Category:American country singer-songwriters,Q7417457
Tim Ryan Rouillier,Category:American country singer-songwriters,Q7804214
Dave Rowland,Category:American country singer-songwriters,Q5228204
Billy Joe Royal,Category:American country singer-songwriters,Q863142
Darius Rucker,Category:American country singer-songwriters,Q445405
Joe Rucker,Category:American country singer-songwriters,Q6212111
Travis Rush,Category:American country singer-songwriters,Q7836366
Tim Rushlow,Category:American country singer-songwriters,Q7804202
Leon Rusk,Category:American country singer-songwriters,Q6524867
Bobby Russell,Category:American country singer-songwriters,Q3641411
Johnny Russell (singer),Category:American country singer-songwriters,Q1702403
Shawna Russell,Category:American country singer-songwriters,Q7491503
Charlie Ryan,Category:American country singer-songwriters,Q5085483
Matthew Ryan (musician),Category:American country singer-songwriters,Q6791179
Mike Ryan (musician),Category:American country singer-songwriters,Q30122415
John Wesley Ryles,Category:American country singer-songwriters,Q6263590
Doug Sahm,Category:American country singer-songwriters,Q327886
Maggie Sajak,Category:American country singer-songwriters,Q6730308
Kareem Salama,Category:American country singer-songwriters,Q4120398
Jerry Salley,Category:American country singer-songwriters,Q6184374
Adam Sanders,Category:American country singer-songwriters,Q109470620
Ray Sanders (singer),Category:American country singer-songwriters,Q7298062
Victor Sanz,Category:American country singer-songwriters,Q1344197
Leslie Satcher,Category:American country singer-songwriters,Q6531120
Haley Scarnato,Category:American country singer-songwriters,Q5641550
Daniel Joseph Schafer,Category:American country singer-songwriters,Q5217728
George Schappell,Category:American country singer-songwriters,Q6681150
Kimberly Schlapman,Category:American country singer-songwriters,Q135967848
Don Schlitz,Category:American country singer-songwriters,Q5293479
John Schmid,Category:American country singer-songwriters,Q25702824
Timothy B. Schmit,Category:American country singer-songwriters,Q944128
Noah Schnacky,Category:American country singer-songwriters,Q50737190
Dylan Schneider,Category:American country singer-songwriters,Q29572979
John Schneider (screen actor),Category:American country singer-songwriters,Q286642
Thom Schuyler,Category:American country singer-songwriters,Q15059536
Jerry Scoggins,Category:American country singer-songwriters,Q6184408
Darrell Scott,Category:American country singer-songwriters,Q2145798
Dylan Scott,Category:American country singer-songwriters,Q18211409
Hillary Scott,Category:American country singer-songwriters,Q305030
Ray Scott (singer),Category:American country singer-songwriters,Q15059537
Steve Scott (singer-songwriter),Category:American country singer-songwriters,Q16239327
Ramblin' Tommy Scott,Category:American country singer-songwriters,Q249862
Chris Scruggs,Category:American country singer-songwriters,Q15059538
Randy Scruggs,Category:American country singer-songwriters,Q7292426
Brady Seals,Category:American country singer-songwriters,Q13582365
Dan Seals,Category:American country singer-songwriters,Q2557820
Troy Seals,Category:American country singer-songwriters,Q7846947
Dawn Sears,Category:American country singer-songwriters,Q5242510
Johnny Seay,Category:American country singer-songwriters,Q6267677
Gwen Sebastian,Category:American country singer-songwriters,Q5623452
Pebe Sebert,Category:American country singer-songwriters,Q766374
Doug Seegers,Category:American country singer-songwriters,Q17519461
Jeannie Seely,Category:American country singer-songwriters,Q6172374
Marilyn Sellars,Category:American country singer-songwriters,Q6763626
Aubrie Sellers,Category:American country singer-songwriters,Q22343738
Jason Sellers,Category:American country singer-songwriters,Q6163457
Shane Sellers,Category:American country singer-songwriters,Q7488266
Ronnie Sessions,Category:American country singer-songwriters,Q7365984
Mike Settle,Category:American country singer-songwriters,Q6848773
Sanger D. Shafer,Category:American country singer-songwriters,Q2567144
Travis Shallow,Category:American country singer-songwriters,Q27783581
Shana (singer),Category:American country singer-songwriters,Q7487851
Elvie Shane,Category:American country singer-songwriters,Q105559742
Chris Sharp,Category:American country singer-songwriters,Q5108030
Kevin Sharp,Category:American country singer-songwriters,Q6397474
Maia Sharp,Category:American country singer-songwriters,Q6735227
Randy Sharp,Category:American country singer-songwriters,Q7292428
Terri Sharp,Category:American country singer-songwriters,Q7703630
Ray Sharpe,Category:American country singer-songwriters,Q1370605
Sunday Sharpe,Category:American country singer-songwriters,Q7639550
Billy Joe Shaver,Category:American country singer-songwriters,Q320775
Victoria Shaw (singer),Category:American country singer-songwriters,Q7927037
Harold Shedd,Category:American country singer-songwriters,Q16092016
Blake Shelton,Category:American country singer-songwriters,Q94831
Ricky Van Shelton,Category:American country singer-songwriters,Q604333
Riley Shepard,Category:American country singer-songwriters,Q60617641
Ashton Shepherd,Category:American country singer-songwriters,Q4522912
Chevel Shepherd,Category:American country singer-songwriters,Q59912436
Glen Sherley,Category:American country singer-songwriters,Q464387
Billy Sherrill,Category:American country singer-songwriters,Q323499
Arkie Shibley,Category:American country singer-songwriters,Q4791996
Mervin Shiner,Category:American country singer-songwriters,Q109062586
Reece Shipley,Category:American country singer-songwriters,Q2136456
Amanda Shires,Category:American country singer-songwriters,Q4739762
Danny Shirley,Category:American country singer-songwriters,Q19664341
Kelly Shiver,Category:American country singer-songwriters,Q15059539
Kalie Shorr,Category:American country singer-songwriters,Q20685530
Lizzie Sider,Category:American country singer-songwriters,Q23760735
Rickie Simpkins,Category:American country singer-songwriters,Q41187796
Jenny Simpson (singer),Category:American country singer-songwriters,Q6179480
Red Simpson,Category:American country singer-songwriters,Q2136070
Sturgill Simpson,Category:American country singer-songwriters,Q16736403
Benny Sims,Category:American country singer-songwriters,Q4890053
Nancy Sinatra,Category:American country singer-songwriters,Q233937
John Sines Jr.,Category:American country singer-songwriters,Q20022499
Daryle Singletary,Category:American country singer-songwriters,Q5226265
Jonathan Singleton,Category:American country singer-songwriters,Q15059540
Margie Singleton,Category:American country singer-songwriters,Q6760386
Ricky Skaggs,Category:American country singer-songwriters,Q1347095
Jimmie Skinner,Category:American country singer-songwriters,Q6199406
Kevin Skinner,Category:American country singer-songwriters,Q1141581
David Slater,Category:American country singer-songwriters,Q5239857
Mississippi Slim (country singer),Category:American country singer-songwriters,Q6879311
Jamie Slocum,Category:American country singer-songwriters,Q6147466
Alina Smith,Category:American country singer-songwriters,Q4726727
Anthony Smith (singer),Category:American country singer-songwriters,Q4773489
"Arthur ""Guitar Boogie"" Smith",Category:American country singer-songwriters,Q363822
Caitlyn Smith,Category:American country singer-songwriters,Q32985093
Cal Smith,Category:American country singer-songwriters,Q1026127
Canaan Smith,Category:American country singer-songwriters,Q5029183
Carl Smith (musician),Category:American country singer-songwriters,Q1040657
Conner Smith,Category:American country singer-songwriters,Q112613597
Connie Smith,Category:American country singer-songwriters,Q464218
Corey Smith (musician),Category:American country singer-songwriters,Q5170443
Darden Smith,Category:American country singer-songwriters,Q16751342
Granger Smith,Category:American country singer-songwriters,Q16980979
Hazel Smith,Category:American country singer-songwriters,Q59484388
Jo Smith,Category:American country singer-songwriters,Q6205971
Lou Smith,Category:American country singer-songwriters,Q16017919
Margo Smith,Category:American country singer-songwriters,Q537522
Mindy Smith,Category:American country singer-songwriters,Q3314798
Nate Smith (singer),Category:American country singer-songwriters,Q110707312
Payton Smith,Category:American country singer-songwriters,Q94188117
Ray Smith (country singer),Category:American country singer-songwriters,Q1359179
Russell Smith (singer),Category:American country singer-songwriters,Q7381784
Sammi Smith,Category:American country singer-songwriters,Q547070
Shawnee Smith,Category:American country singer-songwriters,Q233313
Warren Smith (singer),Category:American country singer-songwriters,Q352164
Todd Snider,Category:American country singer-songwriters,Q7812645
CJ Solar,Category:American country singer-songwriters,Q64738467
Jo-El Sonnier,Category:American country singer-songwriters,Q3179352
George Soulé (musician),Category:American country singer-songwriters,Q5544703
Joe South,Category:American country singer-songwriters,Q1333939
JD Souther,Category:American country singer-songwriters,Q346374
Red Sovine,Category:American country singer-songwriters,Q2136093
Bobby Sowell,Category:American country singer-songwriters,Q4935600
Larry Sparks,Category:American country singer-songwriters,Q6491142
Brittney Spencer,Category:American country singer-songwriters,Q111031703
Tim Spencer (singer),Category:American country singer-songwriters,Q7804324
Buddy Spicher,Category:American country singer-songwriters,Q4984948
Carl T. Sprague,Category:American country singer-songwriters,Q1040759
Roger Springer,Category:American country singer-songwriters,Q7358941
Alana Springsteen,Category:American country singer-songwriters,Q131610999
Phil Stacey,Category:American country singer-songwriters,Q7182437
Jim Stafford,Category:American country singer-songwriters,Q1689224
Terry Stafford,Category:American country singer-songwriters,Q2405794
Karen Staley,Category:American country singer-songwriters,Q13561995
Max Stalling,Category:American country singer-songwriters,Q6795262
Joe Stampley,Category:American country singer-songwriters,Q6212475
Howie Stange,Category:American country singer-songwriters,Q17418752
Carter Stanley,Category:American country singer-songwriters,Q5047216
Ralph Stanley,Category:American country singer-songwriters,Q3302436
Roba Stanley,Category:American country singer-songwriters,Q2156121
Frank Lebby Stanton,Category:American country singer-songwriters,Q5487895
Chris Stapleton,Category:American country singer-songwriters,Q5108148
Morgane Stapleton,Category:American country singer-songwriters,Q29834207
Jack Stapp,Category:American country singer-songwriters,Q1677213
Star Anna,Category:American country singer-songwriters,Q3496949
Buddy Starcher,Category:American country singer-songwriters,Q1001311
Kenny Starr,Category:American country singer-songwriters,Q6391218
Red Steagall,Category:American country singer-songwriters,Q7305115
Ric Steel,Category:American country singer-songwriters,Q16151942
Jeffrey Steele,Category:American country singer-songwriters,Q6176295
Keith Stegall,Category:American country singer-songwriters,Q6385065
Matt Stell,Category:American country singer-songwriters,Q64011260
Sean Stemaly,Category:American country singer-songwriters,Q104720924
Larry Stephenson,Category:American country singer-songwriters,Q30646645
Van Stephenson,Category:American country singer-songwriters,Q4008478
Richard Sterban,Category:American country singer-songwriters,Q7329244
Jeff Stevens (singer),Category:American country singer-songwriters,Q6175055
Ray Stevens,Category:American country singer-songwriters,Q710282
Tate Stevens,Category:American country singer-songwriters,Q1441872
B. W. Stevenson,Category:American country singer-songwriters,Q4834256
Gary Stewart (singer),Category:American country singer-songwriters,Q1494958
Larry Stewart,Category:American country singer-songwriters,Q1578465
Lisa Stewart,Category:American country singer-songwriters,Q6558430
Redd Stewart,Category:American country singer-songwriters,Q7305594
Ron Stewart (bluegrass),Category:American country singer-songwriters,Q39074487
Wynn Stewart,Category:American country singer-songwriters,Q200717
Matt Stillwell,Category:American country singer-songwriters,Q6789394
John Stirratt,Category:American country singer-songwriters,Q3137162
Laurie Stirratt,Category:American country singer-songwriters,Q4929498
Gary Stites,Category:American country singer-songwriters,Q5526005
Shane Stockton,Category:American country singer-songwriters,Q7488285
Cliffie Stone,Category:American country singer-songwriters,Q1101195
Doug Stone,Category:American country singer-songwriters,Q1251868
Ernest Stoneman,Category:American country singer-songwriters,Q1356526
J.D. Stooks,Category:American country singer-songwriters,Q15059468
Warren Storm,Category:American country singer-songwriters,Q7970504
George Strait,Category:American country singer-songwriters,Q366584
Mel Street,Category:American country singer-songwriters,Q6810857
Luke Stricklin,Category:American country singer-songwriters,Q6702364
Billy Strings,Category:American country singer-songwriters,Q52004084
Jud Strunk,Category:American country singer-songwriters,Q6302042
Nora Jane Struthers,Category:American country singer-songwriters,Q19059241
Marty Stuart,Category:American country singer-songwriters,Q706332
Nat Stuckey,Category:American country singer-songwriters,Q6193726
Jason Sturgeon,Category:American country singer-songwriters,Q17029893
Ned Sublette,Category:American country singer-songwriters,Q6986108
Maura Sullivan (singer),Category:American country singer-songwriters,Q104251179
Gene Summers,Category:American country singer-songwriters,Q3100476
Joe Sun,Category:American country singer-songwriters,Q6212561
Doug Supernaw,Category:American country singer-songwriters,Q1251867
Christy Sutherland,Category:American country singer-songwriters,Q5113680
Bryan Sutton,Category:American country singer-songwriters,Q4980407
Billy Swan,Category:American country singer-songwriters,Q325562
Jimmy Swan,Category:American country singer-songwriters,Q180660
Jimmy Sweeney,Category:American country singer-songwriters,Q39294501
Sunny Sweeney,Category:American country singer-songwriters,Q656169
Philip Sweet,Category:American country singer-songwriters,Q607317
Rachel Sweet,Category:American country singer-songwriters,Q543719
Taylor Swift,Category:American country singer-songwriters,Q26876
Cole Swindell,Category:American country singer-songwriters,Q15101510
Jesse Sykes,Category:American country singer-songwriters,Q6186892
Sylvia (singer),Category:American country singer-songwriters,Q2374156
Tom Tall,Category:American country singer-songwriters,Q200429
James Talley,Category:American country singer-songwriters,Q1681169
Tommy Talton,Category:American country singer-songwriters,Q27681016
Luke Tan,Category:American country singer-songwriters,Q3267125
Barry Tashian,Category:American country singer-songwriters,Q16750456
Barry and Holly Tashian,Category:American country singer-songwriters,Q4864929
Holly Tashian,Category:American country singer-songwriters,Q4864929
Karen Taylor-Good,Category:American country singer-songwriters,Q6370076
Brette Taylor,Category:American country singer-songwriters,Q17581449
Cathie Taylor,Category:American country singer-songwriters,Q5053031
Chip Taylor,Category:American country singer-songwriters,Q962604
James Taylor,Category:American country singer-songwriters,Q310300
Kim Taylor (musician),Category:American country singer-songwriters,Q6409498
Les Taylor (singer),Category:American country singer-songwriters,Q6530028
Trey Taylor (singer),Category:American country singer-songwriters,Q135289329
Owen Temple,Category:American country singer-songwriters,Q7114652
Glen Templeton,Category:American country singer-songwriters,Q5568064
Chalee Tennison,Category:American country singer-songwriters,Q1059557
Mitchell Tenpenny,Category:American country singer-songwriters,Q33854640
Gordon Terry,Category:American country singer-songwriters,Q649935
Ashley Tesoro,Category:American country singer-songwriters,Q444297
Texas Ruby,Category:American country singer-songwriters,Q2407642
Chris Thile,Category:American country singer-songwriters,Q596779
Dick Thomas (singer),Category:American country singer-songwriters,Q5273451
Elvie Thomas,Category:American country singer-songwriters,Q1296812
Keni Thomas,Category:American country singer-songwriters,Q6389216
Hank Thompson (musician),Category:American country singer-songwriters,Q706422
Hayden Thompson,Category:American country singer-songwriters,Q1591857
Uncle Jimmy Thompson,Category:American country singer-songwriters,Q2492608
Josh Thompson (singer),Category:American country singer-songwriters,Q1708510
Randy Thompson,Category:American country singer-songwriters,Q7292470
Sue Thompson,Category:American country singer-songwriters,Q2363400
Templeton Thompson,Category:American country singer-songwriters,Q17151460
Verlon Thompson,Category:American country singer-songwriters,Q21062528
Cyndi Thomson,Category:American country singer-songwriters,Q5199913
Paul Thorn,Category:American country singer-songwriters,Q1801528
Billy Bob Thornton,Category:American country singer-songwriters,Q202735
Marsha Thornton,Category:American country singer-songwriters,Q6773406
Neil Thrasher,Category:American country singer-songwriters,Q6989412
Sonny Throckmorton,Category:American country singer-songwriters,Q7562121
Jamie Lee Thurston,Category:American country singer-songwriters,Q6147108
Mel Tillis,Category:American country singer-songwriters,Q1238180
Pam Tillis,Category:American country singer-songwriters,Q464232
Charles Davis Tillman,Category:American country singer-songwriters,Q5076766
Floyd Tillman,Category:American country singer-songwriters,Q1430397
Johnny Tillotson,Category:American country singer-songwriters,Q600635
Ronnie Dean Tinsley,Category:American country singer-songwriters,Q22338535
Aaron Tippin,Category:American country singer-songwriters,Q302860
Karen Tobin,Category:American country singer-songwriters,Q6370091
Benjamin Tod,Category:American country singer-songwriters,Q68503314
Tony Toliver,Category:American country singer-songwriters,Q16192961
Trent Tomlinson,Category:American country singer-songwriters,Q7838467
Chris Tompkins,Category:American country singer-songwriters,Q5108284
Zach Top,Category:American country singer-songwriters,Q126414316
Mitchell Torok,Category:American country singer-songwriters,Q6881424
Merle Travis,Category:American country singer-songwriters,Q1276598
Randy Travis,Category:American country singer-songwriters,Q467519
Buck Trent,Category:American country singer-songwriters,Q4982956
Rick Trevino,Category:American country singer-songwriters,Q2151639
Kim Tribble,Category:American country singer-songwriters,Q16198149
Trini Triggs,Category:American country singer-songwriters,Q7842376
Travis Tritt,Category:American country singer-songwriters,Q188235
Ernest Tubb,Category:American country singer-songwriters,Q963142
Glenn Douglas Tubb,Category:American country singer-songwriters,Q5568783
Justin Tubb,Category:American country singer-songwriters,Q1714236
Holly Tucker (musician),Category:American country singer-songwriters,Q24455650
Tanya Tucker,Category:American country singer-songwriters,Q463983
Jim Turner (singer),Category:American country singer-songwriters,Q6198621
Josh Turner,Category:American country singer-songwriters,Q452682
Lane Turner,Category:American country singer-songwriters,Q6485455
Leah Turner,Category:American country singer-songwriters,Q16198157
Mary Lou Turner,Category:American country singer-songwriters,Q6780144
Valerie Turner,Category:American country singer-songwriters,Q56788545
Zeb Turner,Category:American country singer-songwriters,Q8068221
Molly Tuttle,Category:American country singer-songwriters,Q41694032
Wesley Tuttle,Category:American country singer-songwriters,Q2563996
Conway Twitty,Category:American country singer-songwriters,Q82250
Johnny Tyler,Category:American country singer-songwriters,Q1702419
Kris Tyler,Category:American country singer-songwriters,Q6437295
Michael Tyler,Category:American country singer-songwriters,Q137638421
Ryan Tyler,Category:American country singer-songwriters,Q7384604
Steven Tyler,Category:American country singer-songwriters,Q194045
T. Texas Tyler,Category:American country singer-songwriters,Q7668758
Dan Tyminski,Category:American country singer-songwriters,Q937970
Eric Uglum,Category:American country singer-songwriters,Q20687458
Donna Ulisse,Category:American country singer-songwriters,Q5296488
Carrie Underwood,Category:American country singer-songwriters,Q215546
Upchurch (musician),Category:American country singer-songwriters,Q24548680
Keith Urban,Category:American country singer-songwriters,Q315547
Leroy Van Dyke,Category:American country singer-songwriters,Q252589
Townes Van Zandt,Category:American country singer-songwriters,Q740729
Harvie June Van,Category:American country singer-songwriters,Q5677786
Vicki Vann,Category:American country singer-songwriters,Q13561680
Wynn Varble,Category:American country singer-songwriters,Q8040187
Phil Vassar,Category:American country singer-songwriters,Q185891
Kin Vassy,Category:American country singer-songwriters,Q6410317
Kenny Vaughan,Category:American country singer-songwriters,Q29617906
Stoll Vaughan,Category:American country singer-songwriters,Q7618653
Sharon Vaughn,Category:American country singer-songwriters,Q4353704
Steve Vaus,Category:American country singer-songwriters,Q7614197
Ray Vega,Category:American country singer-songwriters,Q7298234
Laura Veltz,Category:American country singer-songwriters,Q112604839
Jimmy Velvit,Category:American country singer-songwriters,Q15059577
Kenny Vernon,Category:American country singer-songwriters,Q29835033
Scott Vestal,Category:American country singer-songwriters,Q39161118
Mason Via,Category:American country singer-songwriters,Q125523714
Mack Vickery,Category:American country singer-songwriters,Q6724263
Gina Villalobos,Category:American country singer-songwriters,Q24007373
Rhonda Vincent,Category:American country singer-songwriters,Q188429
Rick Vincent,Category:American country singer-songwriters,Q7331836
Willy Vlautin,Category:American country singer-songwriters,Q8022626
Jenna von Oÿ,Category:American country singer-songwriters,Q266795
Eric Von Schmidt,Category:American country singer-songwriters,Q329376
Jared Wade,Category:American country singer-songwriters,Q18211754
Morgan Wade,Category:American country singer-songwriters,Q109106357
Roger Alan Wade,Category:American country singer-songwriters,Q2161573
Kurt Wagner (musician),Category:American country singer-songwriters,Q6447112
Porter Wagoner,Category:American country singer-songwriters,Q712139
Jimmy Wakely,Category:American country singer-songwriters,Q1446475
Kelsey Waldon,Category:American country singer-songwriters,Q67790501
Billy Walker (musician),Category:American country singer-songwriters,Q863260
Billy Joe Walker Jr.,Category:American country singer-songwriters,Q17108913
Bradley Walker (singer),Category:American country singer-songwriters,Q27859997
Charlie Walker (musician),Category:American country singer-songwriters,Q5085661
Cindy Walker,Category:American country singer-songwriters,Q268933
Clay Walker,Category:American country singer-songwriters,Q320583
Clint Walker,Category:American country singer-songwriters,Q1101643
Django Walker,Category:American country singer-songwriters,Q5285238
Jerry Jeff Walker,Category:American country singer-songwriters,Q979411
Jimmy Walker (country musician),Category:American country singer-songwriters,Q5392989
Mike Walker (singer),Category:American country singer-songwriters,Q6849197
Tamara Walker,Category:American country singer-songwriters,Q7680845
Jerry Wallace,Category:American country singer-songwriters,Q1687883
Ron Wallace (singer),Category:American country singer-songwriters,Q16886412
Morgan Wallen,Category:American country singer-songwriters,Q29561472
Don Walser,Category:American country singer-songwriters,Q1239567
Rachel Wammack,Category:American country singer-songwriters,Q56063707
Chris Ward (singer),Category:American country singer-songwriters,Q5108418
Jacky Ward,Category:American country singer-songwriters,Q6118117
Taylor Ware,Category:American country singer-songwriters,Q517414
Steve Wariner,Category:American country singer-songwriters,Q1570038
Darren Warren,Category:American country singer-songwriters,Q5225219
Chris Waters,Category:American country singer-songwriters,Q5108428
Joe Waters (musician),Category:American country singer-songwriters,Q6212912
Sara Watkins,Category:American country singer-songwriters,Q1154965
Sean Watkins,Category:American country singer-songwriters,Q3307972
Aaron Watson,Category:American country singer-songwriters,Q1862818
B. B. Watson,Category:American country singer-songwriters,Q4833926
Dale Watson (singer),Category:American country singer-songwriters,Q1157870
Doc Watson,Category:American country singer-songwriters,Q465636
Gene Watson,Category:American country singer-songwriters,Q5531522
Willie Watson (musician),Category:American country singer-songwriters,Q17985081
Wilmer Watts,Category:American country singer-songwriters,Q1289219
Dallas Wayne,Category:American country singer-songwriters,Q5211448
Jimmy Wayne,Category:American country singer-songwriters,Q3179155
Jim Weatherly,Category:American country singer-songwriters,Q15059546
Austin Webb,Category:American country singer-songwriters,Q17110110
Jay Lee Webb,Category:American country singer-songwriters,Q17626736
June Webb,Category:American country singer-songwriters,Q18386256
Georgia Webster,Category:American country singer-songwriters,Q110789330
Randy Weeks,Category:American country singer-songwriters,Q41693738
Mark Weigle,Category:American country singer-songwriters,Q739313
Gillian Welch,Category:American country singer-songwriters,Q442207
Kevin Welch,Category:American country singer-songwriters,Q1740274
Freddy Weller,Category:American country singer-songwriters,Q5496924
E. J. Wells,Category:American country singer-songwriters,Q5321975
Justin Wells (musician),Category:American country singer-songwriters,Q28531051
Kitty Wells,Category:American country singer-songwriters,Q272913
James Wesley,Category:American country singer-songwriters,Q6145330
Stephen Wesley,Category:American country singer-songwriters,Q76433435
Dottie West,Category:American country singer-songwriters,Q243124
Elbert West,Category:American country singer-songwriters,Q5353727
Emily West,Category:American country singer-songwriters,Q10272426
Joe West (umpire),Category:American country singer-songwriters,Q12698725
Shelly West,Category:American country singer-songwriters,Q1563249
Hudson Westbrook,Category:American country singer-songwriters,Q134125831
Floyd Westerman,Category:American country singer-songwriters,Q739660
Johnny Western,Category:American country singer-songwriters,Q6267894
Casey Weston,Category:American country singer-songwriters,Q3298144
Tucker Wetmore,Category:American country singer-songwriters,Q124754909
Koe Wetzel,Category:American country singer-songwriters,Q107434048
Billy Edd Wheeler,Category:American country singer-songwriters,Q4912509
Cheryl Wheeler,Category:American country singer-songwriters,Q5092793
John Wheeler (musician),Category:American country singer-songwriters,Q6263724
Onie Wheeler,Category:American country singer-songwriters,Q2024275
Karli Whetstone,Category:American country singer-songwriters,Q6372509
Bryan White,Category:American country singer-songwriters,Q995120
Cheryl White (singer),Category:American country singer-songwriters,Q7774607
Clarence White,Category:American country singer-songwriters,Q1095533
Drake White,Category:American country singer-songwriters,Q16983376
Jeff White (musician),Category:American country singer-songwriters,Q85771041
Jim White (guitarist),Category:American country singer-songwriters,Q323547
John White (singer),Category:American country singer-songwriters,Q6263811
Joy Lynn White,Category:American country singer-songwriters,Q15456249
Lari White,Category:American country singer-songwriters,Q1805943
Laura Weber White,Category:American country singer-songwriters,Q67960844
Michael White (singer),Category:American country singer-songwriters,Q6835323
Ralph White,Category:American country singer-songwriters,Q23304336
Roland White,Category:American country singer-songwriters,Q15455733
Sarah White,Category:American country singer-songwriters,Q7422897
Sharon White (singer),Category:American country singer-songwriters,Q7774607
Jason Whitehorn,Category:American country singer-songwriters,Q6163742
Keith Whitley,Category:American country singer-songwriters,Q346036
Ray Whitley (singer-songwriter),Category:American country singer-songwriters,Q7298284
Slim Whitman,Category:American country singer-songwriters,Q1928449
Henry Whitter,Category:American country singer-songwriters,Q606120
Hailey Whitters,Category:American country singer-songwriters,Q30596205
Chuck Wicks,Category:American country singer-songwriters,Q2967614
Rusty Wier,Category:American country singer-songwriters,Q1853236
Harlow Wilcox (musician),Category:American country singer-songwriters,Q16015669
Little David Wilkins,Category:American country singer-songwriters,Q6649736
Slim Willet,Category:American country singer-songwriters,Q173978
Audrey Williams,Category:American country singer-songwriters,Q4820196
Benny Williams (musician),Category:American country singer-songwriters,Q4890062
Bob Williams (singer),Category:American country singer-songwriters,Q2415255
Chancey Williams,Category:American country singer-songwriters,Q19864144
Chickie Williams,Category:American country singer-songwriters,Q22032585
Coleman Williams,Category:American country singer-songwriters,Q118727718
Curley Williams,Category:American country singer-songwriters,Q5194851
D. Vincent Williams,Category:American country singer-songwriters,Q5203854
Dar Williams,Category:American country singer-songwriters,Q273910
Doc Williams (singer),Category:American country singer-songwriters,Q5287143
Don Williams,Category:American country singer-songwriters,Q908569
Hank Williams,Category:American country singer-songwriters,Q206181
Hank Williams Jr.,Category:American country singer-songwriters,Q552819
Hank Williams III,Category:American country singer-songwriters,Q741600
Holly Williams (musician),Category:American country singer-songwriters,Q293149
Jett Williams,Category:American country singer-songwriters,Q544198
Joy Williams (singer),Category:American country singer-songwriters,Q3187212
Lawton Williams,Category:American country singer-songwriters,Q16017953
Leona Williams,Category:American country singer-songwriters,Q6525019
Lucinda Williams,Category:American country singer-songwriters,Q256813
Sam Williams (singer),Category:American country singer-songwriters,Q131451385
Terry Williams (musician),Category:American country singer-songwriters,Q91469814
Tex Williams,Category:American country singer-songwriters,Q321178
